"","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
"13508",42,3,185129,16,3,5,1,5,2,0,0,43,NA,2
"13509",36,5,188571,9,3,4,1,5,2,0,0,40,40,1
"13510",22,5,255252,9,5,4,4,5,2,0,0,40,40,1
"13511",30,5,291951,9,3,4,1,3,2,0,0,40,40,1
"13512",33,7,223046,9,5,4,2,5,2,0,0,40,40,1
"13513",43,3,37937,12,3,14,1,5,2,0,0,43,40,1
"13514",38,5,295127,10,3,8,1,5,2,0,0,40,40,1
"13515",34,3,183801,13,5,9,2,5,2,0,0,14,40,1
"13516",40,5,116218,10,6,2,5,5,1,0,0,45,40,1
"13517",40,5,143069,9,3,8,1,5,2,0,0,40,40,1
"13518",41,3,235951,15,3,11,1,5,2,0,0,50,40,2
"13519",57,5,112840,10,3,13,1,5,2,0,0,50,40,2
"13520",52,2,43705,10,3,9,1,5,2,0,0,50,40,1
"13521",48,5,101299,12,3,11,1,5,2,0,0,45,40,1
"13522",45,5,96798,3,1,15,5,5,2,0,0,40,40,1
"13523",24,5,194654,9,3,12,1,5,2,0,0,40,40,1
"13524",27,8,206889,12,5,12,2,5,2,0,0,40,40,1
"13525",24,5,200679,9,5,6,4,3,2,0,0,50,40,1
"13526",71,5,183678,15,3,11,1,5,2,0,0,16,40,1
"13527",17,5,33138,8,5,13,4,5,2,0,0,40,40,1
"13528",37,5,188576,16,3,11,1,2,2,0,0,40,NA,1
"13529",33,5,169496,9,3,7,1,5,2,0,0,40,40,1
"13530",41,5,58124,9,3,9,1,5,2,0,0,40,40,1
"13531",25,5,356344,13,5,2,4,5,1,0,0,40,40,1
"13532",42,7,444134,9,3,6,1,5,2,0,0,15,40,1
"13533",18,NA,340117,7,5,NA,5,3,1,0,0,50,40,1
"13534",34,5,219619,9,5,7,2,5,2,0,0,40,40,1
"13535",57,NA,334585,6,3,NA,6,5,1,0,0,40,40,1
"13536",27,3,331046,13,5,11,2,5,1,0,0,45,40,1
"13537",46,NA,443179,13,1,NA,2,5,1,0,0,8,40,1
"13538",24,5,100345,13,5,11,4,5,2,0,0,20,40,1
"13539",23,5,205653,13,5,7,4,5,2,0,0,30,40,1
"13540",33,5,112383,10,3,11,1,5,2,0,0,40,40,1
"13541",25,5,135568,5,3,7,1,5,2,0,0,40,40,1
"13542",44,5,190532,14,5,11,2,5,1,0,0,55,40,1
"13543",53,2,266598,9,3,11,1,5,2,0,0,40,40,2
"13544",38,3,116608,9,3,2,6,5,1,0,0,35,40,2
"13545",36,5,353263,13,5,11,2,5,1,0,0,45,40,2
"13546",25,8,157617,9,5,5,2,5,2,0,0,40,40,1
"13547",54,2,21698,13,1,5,5,5,1,0,0,40,40,1
"13548",31,5,77143,8,6,15,5,3,2,0,0,40,40,1
"13549",18,8,342852,9,5,2,4,5,2,0,0,40,40,1
"13550",40,5,176602,9,1,9,2,3,2,0,0,40,40,1
"13551",26,5,146343,10,3,13,6,3,1,0,0,40,40,1
"13552",22,5,215546,12,5,5,2,5,2,0,0,55,40,1
"13553",50,8,173020,10,3,4,1,5,2,0,0,40,40,1
"13554",24,NA,247734,13,5,NA,4,5,2,0,0,30,40,1
"13555",44,5,252202,9,1,2,2,5,1,0,0,40,40,1
"13556",37,5,497300,9,5,9,5,3,2,0,0,40,40,1
"13557",34,7,426431,13,3,4,1,5,2,0,0,40,40,1
"13558",45,2,162410,10,7,14,2,5,1,0,0,45,40,2
"13559",77,NA,143516,14,3,NA,1,5,2,0,0,8,40,2
"13560",25,5,190350,6,3,9,4,5,1,0,0,35,40,1
"13561",20,5,194504,10,6,13,5,3,1,0,0,40,40,1
"13562",46,2,110884,9,5,2,2,1,2,0,0,40,40,1
"13563",26,5,187652,12,5,14,4,5,2,0,0,40,40,1
"13564",45,5,81400,2,3,9,6,5,1,0,0,25,9,1
"13565",70,NA,97831,9,7,NA,5,5,1,0,0,4,40,1
"13566",57,5,180920,9,3,15,1,5,2,0,0,40,40,2
"13567",28,5,189186,11,5,13,2,5,2,0,0,40,40,1
"13568",35,NA,144172,12,3,NA,6,5,1,0,0,16,40,1
"13569",32,5,207301,9,5,7,2,5,1,0,0,40,40,1
"13570",29,5,293073,13,5,13,2,5,2,0,0,50,40,2
"13571",36,5,210452,13,1,11,5,5,2,0,0,45,40,1
"13572",19,5,41400,9,5,7,4,5,2,0,0,30,40,1
"13573",27,5,164170,13,5,14,5,2,1,0,0,20,31,1
"13574",48,5,112906,14,3,15,1,5,2,0,0,55,40,2
"13575",49,7,126268,13,3,4,1,5,2,0,0,50,40,1
"13576",61,5,28291,9,1,6,2,5,1,0,0,82,40,1
"13577",42,2,31621,12,1,2,2,5,1,0,0,40,40,1
"13578",30,3,108386,11,3,12,1,5,2,0,0,40,40,1
"13579",32,7,134727,9,3,8,1,5,2,0,0,40,40,1
"13580",37,5,208391,10,3,15,1,5,2,0,0,40,40,2
"13581",35,5,112271,10,3,4,1,5,2,0,0,45,40,1
"13582",30,5,173350,11,4,2,2,5,1,0,0,40,40,1
"13583",30,5,243190,15,3,11,1,2,2,0,0,20,20,2
"13584",55,5,185436,10,3,5,1,5,2,0,0,70,40,2
"13585",36,5,290409,10,3,15,1,5,2,0,0,40,40,1
"13586",33,5,80058,9,5,9,4,5,2,0,0,48,40,1
"13587",56,3,370045,13,3,11,1,5,2,0,0,40,40,2
"13588",37,5,231180,9,3,8,1,5,2,0,0,40,40,1
"13589",28,5,119793,9,5,13,4,5,2,0,0,60,40,1
"13590",38,5,102178,9,3,15,1,5,2,0,0,50,40,1
"13591",76,NA,135039,9,3,NA,1,5,2,0,0,20,40,1
"13592",35,NA,317780,10,5,NA,5,3,1,0,0,40,40,1
"13593",48,5,232840,10,7,2,5,5,1,0,0,43,40,1
"13594",35,5,33975,12,3,4,1,5,2,0,0,40,40,1
"13595",39,3,256997,13,3,4,1,5,2,0,0,40,40,1
"13596",64,5,298301,9,3,9,1,5,2,0,0,40,40,1
"13597",22,5,310380,9,5,2,5,3,1,0,0,40,40,1
"13598",45,3,182100,13,3,13,1,5,2,0,0,40,40,2
"13599",27,5,501172,3,3,15,1,5,2,0,0,40,27,1
"13600",43,8,143939,9,1,2,5,5,1,0,0,50,40,2
"13601",23,5,85088,10,5,9,4,5,1,0,0,37,40,1
"13602",39,5,230054,14,3,11,1,5,2,0,0,50,40,2
"13603",63,5,236338,9,3,13,6,5,1,0,0,35,40,1
"13604",37,5,321943,15,3,11,1,5,2,0,0,40,40,2
"13605",26,2,218782,9,3,2,1,4,2,0,0,40,40,1
"13606",33,5,191385,13,5,11,2,5,2,0,0,40,3,1
"13607",45,6,185497,13,3,5,6,2,1,0,0,70,NA,1
"13608",28,5,126129,10,5,2,2,5,1,0,0,40,40,1
"13609",20,5,199268,10,5,9,4,5,1,0,0,20,40,1
"13610",34,5,255693,9,3,2,6,5,1,0,0,20,40,1
"13611",34,5,203488,10,3,15,1,5,2,0,0,40,40,1
"13612",41,5,203233,9,3,5,1,5,2,0,0,40,40,2
"13613",38,5,203836,10,3,13,1,5,2,0,0,50,40,2
"13614",38,5,116358,10,3,9,1,2,2,0,0,40,31,1
"13615",43,7,89636,13,3,13,6,2,1,0,0,60,36,1
"13616",49,5,120629,10,7,13,5,5,1,0,0,30,40,1
"13617",26,3,150226,13,5,11,4,5,1,0,0,35,40,1
"13618",28,5,137898,9,1,2,2,5,1,0,0,35,40,1
"13619",54,6,146574,9,3,4,1,5,2,0,0,40,40,2
"13620",53,5,88725,9,5,4,2,4,1,0,0,40,NA,1
"13621",24,5,142022,10,5,7,4,5,2,0,0,50,40,1
"13622",23,5,284898,10,5,5,4,5,2,0,0,30,40,1
"13623",55,3,212448,9,1,2,2,5,1,0,0,40,40,1
"13624",58,7,203039,5,6,4,2,5,2,0,0,40,40,1
"13625",26,5,227489,9,5,14,3,3,2,0,0,40,NA,1
"13626",19,5,105289,6,5,9,3,3,1,0,0,20,40,1
"13627",28,NA,223745,10,5,NA,5,5,1,0,0,40,40,1
"13628",45,5,242994,10,5,13,2,5,2,0,0,52,40,1
"13629",30,5,196385,10,3,4,1,5,2,0,0,45,40,2
"13630",76,5,116202,9,7,9,5,5,1,0,0,33,40,1
"13631",47,5,140045,9,6,2,5,5,1,0,0,40,40,1
"13632",40,5,226585,10,3,2,6,5,1,0,0,35,40,2
"13633",24,5,85041,9,6,9,5,5,1,0,0,25,40,1
"13634",24,5,216563,9,3,8,6,5,1,0,0,40,40,1
"13635",43,3,231964,10,1,2,5,5,1,0,0,40,40,1
"13636",29,5,263855,8,5,4,5,5,2,0,0,40,40,1
"13637",40,5,124915,9,3,8,1,5,2,0,0,40,40,1
"13638",61,2,178312,10,3,11,1,5,2,0,0,40,40,1
"13639",21,8,39236,10,5,14,2,5,1,0,0,50,40,1
"13640",52,5,75839,10,3,14,1,5,2,0,0,40,40,1
"13641",34,5,176711,9,5,2,4,5,2,0,0,40,40,1
"13642",25,NA,34307,10,5,NA,2,5,2,0,0,40,40,1
"13643",46,5,331776,9,3,8,1,5,2,0,0,40,40,1
"13644",54,5,111469,10,1,5,2,5,1,0,0,40,40,1
"13645",43,8,198965,14,3,11,1,5,2,0,0,40,40,2
"13646",25,5,288185,5,3,8,1,5,2,0,0,40,27,1
"13647",21,5,198050,12,5,2,2,5,1,0,0,25,40,1
"13648",37,5,173128,9,1,9,2,5,2,0,0,40,40,1
"13649",44,5,173704,13,3,5,1,5,2,0,0,40,40,2
"13650",38,5,323269,10,3,9,6,3,1,0,0,40,40,1
"13651",32,5,133503,9,3,2,1,5,2,0,0,40,40,1
"13652",44,7,172296,10,6,13,5,5,2,0,0,60,40,1
"13653",39,NA,201105,13,3,NA,6,5,1,0,0,30,40,1
"13654",23,5,176486,10,5,9,3,5,1,0,0,25,40,1
"13655",25,6,182750,13,5,13,2,5,2,0,0,45,40,2
"13656",23,5,82497,10,5,13,4,5,1,0,0,28,40,1
"13657",47,5,208872,10,3,4,1,5,2,0,0,40,40,1
"13658",47,5,145269,7,1,4,2,5,1,0,0,45,40,1
"13659",25,5,19214,9,5,7,2,5,2,0,0,40,40,1
"13660",35,5,149347,10,3,4,1,5,2,0,0,45,40,1
"13661",68,NA,53850,4,3,NA,1,1,2,0,0,40,40,1
"13662",47,5,152073,9,1,8,5,5,1,0,0,40,40,1
"13663",35,5,189623,16,3,5,1,5,2,0,0,45,40,2
"13664",24,5,341368,9,5,2,2,5,2,0,0,40,40,1
"13665",35,5,270572,13,1,11,2,5,1,0,0,40,40,2
"13666",30,5,285295,13,3,9,6,2,1,0,0,40,31,1
"13667",17,5,126779,7,5,9,4,3,2,0,0,20,40,1
"13668",49,NA,202874,9,6,NA,5,5,1,0,0,40,5,1
"13669",27,5,373499,3,5,9,2,5,2,0,0,60,9,1
"13670",22,5,244773,9,5,13,4,3,1,0,0,15,40,1
"13671",22,8,96862,10,5,2,4,5,1,0,0,40,40,1
"13672",50,5,162632,9,3,4,1,5,2,0,0,2,40,1
"13673",51,7,159755,11,3,14,1,5,2,0,0,38,40,2
"13674",27,5,37088,13,3,14,1,5,2,0,0,30,40,1
"13675",27,5,335421,13,5,11,2,5,1,0,0,20,40,1
"13676",23,4,188535,4,1,NA,2,5,2,0,0,35,40,1
"13677",20,8,349365,9,5,9,2,5,1,0,0,40,40,1
"13678",42,5,33002,9,3,5,1,5,2,0,0,48,40,1
"13679",45,5,146857,13,3,5,1,5,2,0,0,38,40,2
"13680",35,5,275522,4,7,9,5,5,1,0,0,80,40,1
"13681",22,5,43646,9,3,4,4,5,2,0,0,40,40,1
"13682",34,5,154548,10,5,2,5,5,1,0,0,38,40,1
"13683",28,5,47907,13,5,2,2,5,1,0,0,40,40,1
"13684",38,5,238397,13,1,10,5,5,1,0,0,24,40,1
"13685",48,3,195949,10,3,12,1,5,2,0,0,42,40,2
"13686",22,NA,354351,10,5,NA,2,5,2,0,0,40,40,1
"13687",34,5,349169,14,3,4,1,5,2,0,0,40,27,1
"13688",25,5,158662,9,3,2,6,5,1,0,0,50,40,2
"13689",23,3,23438,9,5,11,2,5,1,0,0,40,40,1
"13690",38,5,107302,10,3,13,1,5,2,0,0,60,40,2
"13691",43,5,174196,9,5,9,5,3,1,0,0,40,40,1
"13692",49,3,226871,9,3,8,1,3,2,0,0,40,40,2
"13693",23,5,124971,10,1,2,2,5,2,0,0,40,40,1
"13694",57,5,214061,9,1,2,2,5,1,0,0,40,40,1
"13695",24,5,441700,13,5,14,4,5,2,0,0,40,40,1
"13696",44,6,104892,10,3,4,1,5,2,0,0,58,40,2
"13697",34,5,234386,12,1,4,2,5,2,0,0,50,40,1
"13698",29,3,188278,10,3,11,1,5,2,0,0,40,40,1
"13699",29,5,244395,7,5,9,5,3,1,0,0,40,40,1
"13700",35,5,30916,9,3,15,1,5,2,0,0,50,40,2
"13701",48,5,219565,9,3,4,1,5,2,0,0,40,40,1
"13702",38,5,377486,9,5,4,2,5,2,0,0,36,40,1
"13703",42,3,137232,9,1,12,5,5,1,0,0,50,40,1
"13704",53,5,233369,10,7,5,5,5,1,0,0,40,40,1
"13705",29,5,71067,15,5,11,2,5,1,0,0,55,40,1
"13706",59,5,195176,13,3,13,1,5,2,0,0,72,40,1
"13707",31,5,98639,9,5,4,5,5,2,0,0,40,40,1
"13708",34,5,183778,9,3,4,1,5,2,0,0,40,40,1
"13709",28,NA,147471,9,1,NA,4,5,1,0,0,10,40,1
"13710",46,5,81497,9,1,7,2,5,1,0,0,48,40,1
"13711",45,5,189225,9,5,9,5,3,1,0,0,40,40,1
"13712",23,5,141264,10,5,5,3,3,1,0,0,40,40,1
"13713",33,5,97939,12,1,8,2,5,1,0,0,42,40,1
"13714",44,5,160829,13,3,14,6,5,1,0,0,20,40,2
"13715",25,5,483822,9,5,9,4,5,2,0,0,40,9,1
"13716",48,8,148738,10,1,9,4,5,2,0,0,40,40,1
"13717",23,5,289982,9,5,13,2,5,1,0,0,40,40,1
"13718",20,5,146706,10,3,13,3,5,1,0,0,30,40,1
"13719",23,5,420973,13,5,11,2,5,1,0,0,40,40,1
"13720",71,5,124959,9,7,2,2,5,1,0,0,40,40,1
"13721",22,8,121471,13,5,11,2,5,1,0,0,40,40,1
"13722",27,5,280758,7,5,4,3,5,2,0,0,60,40,1
"13723",40,5,191544,9,5,9,2,5,1,0,0,35,40,1
"13724",30,5,261023,10,1,8,5,5,2,0,0,50,40,1
"13725",30,8,231043,11,3,12,1,5,2,0,0,40,40,1
"13726",30,5,340917,10,3,8,1,5,2,0,0,40,40,1
"13727",39,5,370795,9,5,2,5,3,1,0,0,40,40,1
"13728",39,2,209609,9,3,2,1,5,2,0,0,50,40,1
"13729",74,5,209454,3,3,15,1,3,2,0,0,40,40,1
"13730",25,5,88922,9,3,15,1,3,2,0,0,40,40,1
"13731",64,5,86972,10,1,5,5,5,1,0,0,40,40,1
"13732",37,5,134367,13,3,5,6,5,1,0,0,37,40,2
"13733",47,5,199058,9,3,4,1,5,2,0,0,40,40,2
"13734",33,5,183612,9,3,8,1,5,2,0,0,40,40,2
"13735",40,5,191982,11,1,11,5,5,1,0,0,40,40,2
"13736",22,5,514033,9,5,9,2,3,2,0,0,80,40,1
"13737",56,5,172364,9,3,8,1,5,2,0,0,40,40,1
"13738",37,5,190105,9,5,2,4,5,1,0,0,55,40,1
"13739",30,6,119422,10,3,5,1,5,2,0,0,70,40,1
"13740",20,5,236592,8,5,11,2,5,1,0,0,35,23,1
"13741",43,5,194636,13,3,4,1,5,2,0,0,48,40,2
"13742",23,5,235853,9,3,15,1,5,2,0,0,40,40,1
"13743",43,7,150528,9,3,4,1,5,2,0,0,30,40,1
"13744",30,5,213722,9,5,7,4,5,2,0,0,40,40,1
"13745",20,5,41432,10,5,2,4,5,1,0,0,46,40,1
"13746",22,5,285775,11,5,4,4,5,2,0,0,40,40,1
"13747",38,5,470663,13,5,5,2,5,2,0,0,50,40,1
"13748",54,7,114520,10,3,13,1,5,2,0,0,40,40,1
"13749",23,5,113466,9,5,4,2,5,2,0,0,40,40,1
"13750",46,5,224559,9,3,15,1,3,2,0,0,40,40,1
"13751",59,5,186385,6,3,8,1,5,2,0,0,40,40,1
"13752",28,NA,167094,6,1,NA,2,5,2,0,0,50,40,1
"13753",18,NA,216508,8,5,NA,2,5,2,0,0,25,40,1
"13754",41,3,384236,11,5,9,2,5,2,0,0,40,40,1
"13755",42,5,181265,11,3,15,1,5,2,0,0,48,40,1
"13756",58,5,190997,10,3,5,1,5,2,0,0,40,40,2
"13757",24,5,98287,9,3,13,1,5,2,0,0,50,40,1
"13758",39,5,103456,13,3,2,1,5,2,0,0,45,40,2
"13759",25,5,165622,14,5,13,2,5,2,0,0,55,40,1
"13760",29,5,101597,10,1,13,5,5,1,0,0,54,40,1
"13761",53,5,146378,3,3,4,1,5,2,0,0,40,40,1
"13762",63,3,152163,9,3,12,1,5,2,0,0,40,40,1
"13763",26,8,106812,11,1,5,2,5,1,0,0,38,40,1
"13764",45,5,187581,10,3,4,1,5,2,0,0,40,40,2
"13765",29,5,135296,11,5,2,4,5,1,0,0,40,40,1
"13766",51,5,210736,6,4,4,3,5,2,0,0,40,40,1
"13767",21,5,210165,5,4,7,4,5,2,0,0,40,40,1
"13768",38,5,224584,10,1,13,5,3,1,0,0,40,40,1
"13769",38,5,80771,13,3,11,6,5,1,0,0,40,40,2
"13770",46,5,164733,14,3,11,1,5,2,0,0,41,40,1
"13771",31,7,119411,13,1,5,5,5,2,0,0,60,40,2
"13772",68,3,177596,6,6,9,2,3,1,0,0,90,40,1
"13773",43,NA,396116,9,3,NA,1,5,2,0,0,40,40,1
"13774",21,5,185251,9,5,13,4,5,2,0,0,40,40,1
"13775",44,5,173590,13,3,11,1,5,2,0,0,3,40,1
"13776",56,2,196307,16,3,11,1,5,2,0,0,40,40,2
"13777",20,NA,293091,9,5,NA,4,5,2,0,0,12,40,1
"13778",21,5,51047,9,5,2,2,5,1,0,0,25,40,1
"13779",52,3,152795,10,3,4,1,5,2,0,0,40,40,1
"13780",51,7,121548,13,3,5,1,5,2,0,0,25,40,1
"13781",29,5,244566,9,1,8,5,5,2,0,0,40,40,1
"13782",36,5,75073,10,5,4,2,3,2,0,0,55,40,1
"13783",29,5,179008,9,3,6,1,5,2,0,0,55,40,1
"13784",21,5,170800,9,5,13,4,5,1,0,0,30,40,1
"13785",58,5,373344,2,3,6,1,5,2,0,0,40,40,1
"13786",37,5,127961,9,5,8,2,5,2,0,0,40,40,1
"13787",50,5,99392,10,1,4,2,3,1,0,0,45,40,1
"13788",30,5,392812,9,5,7,2,5,2,0,0,50,12,1
"13789",29,5,262478,9,5,6,4,3,2,0,0,30,40,1
"13790",48,7,32825,9,3,4,1,5,2,0,0,40,40,1
"13791",50,7,167380,4,3,6,1,5,2,0,0,40,40,1
"13792",39,5,203204,12,3,2,6,5,1,0,0,25,40,2
"13793",35,2,105138,15,3,11,1,5,2,0,0,55,40,1
"13794",24,5,182276,9,3,9,6,5,1,0,0,25,40,1
"13795",20,5,275385,9,5,7,3,5,2,0,0,45,40,1
"13796",30,7,292472,10,3,13,1,1,2,0,0,55,40,2
"13797",19,7,73514,9,5,2,4,2,1,0,0,30,40,1
"13798",26,5,199600,9,5,13,2,3,2,0,0,40,40,1
"13799",25,5,202560,10,5,9,2,5,1,0,0,40,40,1
"13800",33,5,99309,10,1,4,5,5,2,0,0,50,40,1
"13801",30,5,287986,10,5,7,2,5,2,0,0,40,40,1
"13802",30,5,119411,13,5,11,2,5,2,0,0,40,40,1
"13803",19,5,198668,4,5,9,2,5,1,0,0,40,40,1
"13804",23,5,117583,9,5,4,4,5,2,0,0,40,40,1
"13805",27,5,234664,10,3,11,1,5,2,0,0,40,40,2
"13806",20,NA,114357,10,5,NA,2,5,2,0,0,40,40,1
"13807",39,8,176949,12,3,12,1,5,2,0,0,52,40,1
"13808",33,5,189710,4,3,6,1,5,2,0,0,45,27,1
"13809",65,5,205309,9,3,6,1,5,2,0,0,24,40,1
"13810",34,5,195576,13,3,5,1,5,2,0,0,50,40,2
"13811",20,5,216825,9,5,13,4,5,1,0,0,25,27,1
"13812",23,NA,329174,10,5,NA,2,5,2,0,0,40,40,1
"13813",25,5,197036,6,5,4,4,5,2,0,0,40,40,1
"13814",31,5,206512,7,5,7,4,5,2,0,0,25,40,1
"13815",37,5,312766,9,1,9,2,5,1,0,0,40,40,1
"13816",31,5,124827,9,5,9,2,5,2,0,0,40,40,1
"13817",37,5,77820,13,3,5,1,5,2,0,0,50,40,2
"13818",45,5,190115,12,1,5,5,5,2,0,0,40,40,1
"13819",44,5,106682,9,3,13,1,5,2,0,0,60,40,1
"13820",32,3,42596,13,1,11,2,5,2,0,0,40,40,1
"13821",35,5,143058,9,3,8,1,5,2,0,0,60,40,2
"13822",53,5,102615,7,1,15,2,5,2,0,0,40,3,1
"13823",43,5,240124,11,3,4,1,5,2,0,0,40,40,1
"13824",30,5,132565,10,5,4,5,5,2,0,0,40,40,1
"13825",52,5,96359,16,3,5,1,5,2,0,0,57,40,2
"13826",20,5,165201,10,5,2,4,5,1,0,0,4,40,1
"13827",45,5,264526,12,1,8,4,5,2,0,0,40,40,1
"13828",28,5,37359,13,3,13,1,5,2,0,0,60,40,2
"13829",61,NA,232618,15,3,NA,1,5,2,0,0,40,40,2
"13830",48,3,115497,10,3,5,1,5,2,0,0,40,40,1
"13831",32,5,157747,10,3,14,1,5,2,0,0,45,40,1
"13832",27,7,41099,9,5,4,2,5,2,0,0,30,40,1
"13833",38,5,472604,13,3,9,1,5,2,0,0,35,27,1
"13834",33,5,348618,3,4,15,5,4,2,0,0,20,9,1
"13835",43,5,135606,14,1,5,2,5,1,0,0,50,40,2
"13836",36,5,248445,9,6,15,3,5,2,0,0,60,27,1
"13837",38,5,112093,7,3,15,1,5,2,0,0,40,40,1
"13838",24,3,197552,9,5,14,2,5,1,0,0,40,40,1
"13839",22,5,303822,6,5,4,4,5,2,0,0,40,40,1
"13840",30,5,288566,13,5,9,2,5,2,0,0,40,40,1
"13841",55,NA,487411,14,3,NA,1,5,2,0,0,40,40,2
"13842",39,8,239409,9,3,12,1,5,2,0,0,50,40,1
"13843",47,8,118447,13,3,11,1,5,2,0,0,60,40,2
"13844",46,5,234690,9,3,13,1,5,2,0,0,40,40,1
"13845",23,NA,141003,9,5,NA,4,5,2,0,0,60,40,1
"13846",45,5,190482,9,1,8,5,5,2,0,0,40,40,1
"13847",55,5,381965,13,3,4,3,5,2,0,0,40,40,1
"13848",68,5,186943,9,3,4,1,5,2,0,0,8,40,1
"13849",39,5,142707,11,3,8,1,5,2,0,0,40,40,1
"13850",39,5,53447,9,1,6,2,5,1,0,0,40,40,1
"13851",37,5,127772,13,5,4,2,5,2,0,0,40,40,1
"13852",19,5,344414,10,5,15,4,5,2,0,0,40,40,1
"13853",20,5,194138,7,5,4,4,5,2,0,0,20,40,1
"13854",49,NA,558183,11,4,NA,5,5,1,0,0,40,40,1
"13855",33,5,150154,10,3,4,1,5,2,0,0,40,40,1
"13856",21,5,306114,9,5,9,2,5,2,0,0,35,40,1
"13857",72,NA,177121,13,3,NA,1,5,2,0,0,3,40,1
"13858",58,3,368797,14,7,11,5,5,2,0,0,35,40,2
"13859",43,6,175715,9,5,5,2,3,2,0,0,55,40,1
"13860",62,5,416829,7,6,9,2,3,1,0,0,21,40,1
"13861",21,5,350001,10,5,6,4,5,2,0,0,20,40,1
"13862",26,5,339952,10,3,5,1,5,2,0,0,60,40,1
"13863",27,5,114967,5,3,4,1,5,2,0,0,40,40,1
"13864",49,3,166039,9,1,9,5,5,1,0,0,40,40,1
"13865",28,5,250135,9,5,11,3,5,1,0,0,40,40,1
"13866",29,5,103628,10,3,2,6,5,1,0,0,40,40,2
"13867",58,5,430005,6,3,15,1,5,2,0,0,50,40,2
"13868",45,6,106517,9,1,5,2,5,1,0,0,40,40,1
"13869",47,7,162236,13,5,4,2,5,1,0,0,40,40,1
"13870",53,5,92430,9,3,4,1,5,2,0,0,40,40,2
"13871",47,5,169388,7,1,9,5,5,1,0,0,15,40,1
"13872",35,5,150057,10,3,5,1,5,2,0,0,40,40,2
"13873",43,5,75742,10,3,15,1,5,2,0,0,45,40,1
"13874",33,5,177675,13,3,5,1,5,2,0,0,50,12,2
"13875",49,3,193249,12,3,2,1,5,2,0,0,40,40,1
"13876",17,5,266072,6,5,9,2,5,2,0,0,20,9,1
"13877",28,NA,80165,10,1,NA,2,5,1,0,0,30,40,1
"13878",25,5,339324,13,5,14,2,5,2,0,0,40,40,1
"13879",69,NA,111238,5,3,NA,1,5,2,0,0,20,40,1
"13880",41,7,284086,11,1,13,2,5,2,0,0,60,40,1
"13881",31,5,206051,13,3,2,1,5,2,0,0,40,40,2
"13882",57,5,426263,14,1,5,5,5,2,0,0,40,40,2
"13883",40,5,277647,13,3,11,1,5,2,0,0,40,40,2
"13884",47,5,193061,10,1,5,2,5,2,0,0,60,40,1
"13885",50,5,121411,8,1,15,2,5,2,0,0,40,40,1
"13886",36,5,89202,13,5,11,4,5,2,0,0,50,40,1
"13887",17,5,232900,7,5,7,4,5,2,0,0,25,40,1
"13888",30,3,319280,9,3,12,1,5,2,0,0,40,40,2
"13889",79,NA,165209,9,3,NA,1,5,2,0,0,40,40,1
"13890",42,5,193494,9,3,8,1,5,2,0,0,40,40,2
"13891",67,7,195066,9,3,6,1,5,2,0,0,50,40,1
"13892",36,5,99146,9,3,8,1,5,2,0,0,45,40,2
"13893",35,5,92028,14,3,5,1,5,2,0,0,50,40,2
"13894",27,5,174419,13,5,11,2,5,1,0,0,40,40,1
"13895",21,5,57916,4,5,8,4,5,2,0,0,40,40,1
"13896",46,5,383384,9,3,11,1,5,2,0,0,40,40,1
"13897",20,5,109813,7,5,14,3,5,2,0,0,40,40,1
"13898",17,5,174298,7,5,9,4,5,2,0,0,20,40,1
"13899",28,5,263614,13,3,5,1,5,2,0,0,40,40,2
"13900",33,5,96128,7,5,4,4,5,2,0,0,40,40,1
"13901",55,5,220262,9,1,13,2,5,1,0,0,40,40,1
"13902",55,7,35340,10,3,4,1,5,2,0,0,50,40,1
"13903",47,5,280483,9,6,4,5,3,1,0,0,40,40,1
"13904",29,5,351324,10,5,13,5,5,1,0,0,40,40,1
"13905",36,5,58602,3,5,9,2,5,2,0,0,35,40,1
"13906",37,5,64922,13,6,9,2,5,2,0,0,70,10,1
"13907",43,5,185832,10,3,8,1,5,2,0,0,48,40,2
"13908",39,2,32312,13,5,11,2,5,1,0,0,60,40,1
"13909",47,7,109421,13,3,5,1,5,2,0,0,50,40,1
"13910",42,5,183205,9,1,5,5,5,1,0,0,45,40,1
"13911",48,3,145886,13,1,11,5,5,1,0,0,60,40,1
"13912",27,5,244566,6,3,7,1,5,2,0,0,40,40,1
"13913",29,5,253801,9,3,4,1,5,2,0,0,40,8,1
"13914",22,5,181313,11,5,9,2,5,1,0,0,30,40,1
"13915",37,8,150566,9,6,4,2,5,2,0,0,44,40,1
"13916",38,5,237713,13,3,5,1,5,2,0,0,60,40,1
"13917",48,3,187969,14,1,11,5,5,1,0,0,80,40,1
"13918",46,7,224108,9,3,5,6,5,1,0,0,50,40,1
"13919",51,5,174754,9,5,9,2,3,1,0,0,38,40,1
"13920",35,5,167062,9,3,2,1,5,2,0,0,40,40,1
"13921",18,5,190325,7,5,4,4,5,2,0,0,30,40,1
"13922",45,5,108859,9,6,4,5,3,1,0,0,40,40,1
"13923",36,7,344351,9,5,15,4,5,2,0,0,40,40,1
"13924",73,5,153127,10,7,10,5,5,1,0,0,10,40,1
"13925",52,5,180881,13,3,5,1,5,2,0,0,40,40,1
"13926",17,5,183066,6,5,9,4,5,1,0,0,40,40,1
"13927",29,2,339002,11,3,4,1,5,2,0,0,40,40,2
